entry_time,net_pnl,fees,entry_notional,symbol,exit_time,reason
2026-07-01 16:01:00+00:00,-34.4547777945,2.0685658945,1050.4760532,TSLA,2026-07-02 13:42:00+00:00,trailing_stop
2026-07-01 16:01:00+00:00,-23.351470207037984,3.980234125038,1999.80268056,SPY,2026-07-08 12:01:00+00:00,signal_exit
2026-07-01 16:01:00+00:00,82.17998706058835,3.635791231412,1774.9877265599998,AAPL,2026-07-08 12:03:00+00:00,signal_exit
2026-07-10 20:02:00+00:00,-60.33383412638366,3.9515969583840005,2003.989597776,QQQ,2026-07-16 20:01:00+00:00,signal_exit
2026-07-10 16:01:00+00:00,-24.717078650189936,3.9717745401899993,1996.2599221499997,SPY,2026-07-17 04:02:00+00:00,signal_exit
2026-07-09 20:01:00+00:00,50.99498711888382,4.066192205116,2005.565512896,AAPL,2026-07-20 15:13:00+00:00,trailing_stop
2026-07-22 16:01:00+00:00,-20.137954417895926,3.973729193896,1994.94670956,SPY,2026-07-23 08:01:00+00:00,signal_exit
2026-07-24 16:01:00+00:00,12.009196016118073,3.6761611058820005,1830.2378743800002,AAPL,2026-07-30 12:01:00+00:00,signal_exit
2026-07-31 04:01:00+00:00,-44.32891991346021,3.13468461346,1587.9394243800002,TSLA,2026-07-31 14:05:00+00:00,trailing_stop
2026-07-31 00:01:00+00:00,76.6547577853801,4.06011579462,1989.70046052,QQQ,2026-08-05 20:01:00+00:00,signal_exit
2026-07-31 04:01:00+00:00,58.493086071299935,4.0528428287,1995.1484498999998,SPY,2026-08-06 16:01:00+00:00,signal_exit
2026-08-07 16:01:00+00:00,-39.09326949396005,3.6862257339599998,1860.8163888600002,TSLA,2026-08-12 14:30:00+00:00,trailing_stop
2026-08-13 20:01:00+00:00,-22.049230671011777,3.4784761550119994,1748.523454764,TSLA,2026-08-14 15:24:00+00:00,trailing_stop
2026-08-13 16:01:00+00:00,-0.3970689577197981,4.007057317720001,2001.72366468,QQQ,2026-08-17 00:01:00+00:00,planned_end_exit
2026-08-13 16:01:00+00:00,-2.8963488981599292,4.00462401816,2001.75787152,SPY,2026-08-17 00:01:00+00:00,planned_end_exit
