sym,exit,reason,pnl
RTSLA,2026-08-24 16:00:00+00:00,channel_exit,-14.154617955058256
RQQQ,2026-08-31 00:00:00+00:00,channel_exit,-16.062942865981768
RSPY,2026-08-31 00:00:00+00:00,channel_exit,-12.389962020486564
RAAPL,2026-08-31 12:00:00+00:00,channel_exit,24.3187448613412
RTSLA,2026-09-04 12:00:00+00:00,trailing_stop,-55.44956338461657
RAAPL,2026-09-08 00:00:00+00:00,channel_exit,-37.53592842257558
RSPY,2026-09-08 04:00:00+00:00,channel_exit,-20.310355166762747
RQQQ,2026-09-09 08:00:00+00:00,channel_exit,-21.059437921019025
