sym,exit,reason,pnl
RTSLA,2026-08-24 16:00:00+00:00,channel_exit,-16.70688031553368
RQQQ,2026-08-31 00:00:00+00:00,channel_exit,-19.242291083412056
RSPY,2026-08-31 00:00:00+00:00,channel_exit,-15.570517764703482
RAAPL,2026-08-31 12:00:00+00:00,channel_exit,21.095421877871786
RTSLA,2026-09-04 12:00:00+00:00,trailing_stop,-57.248004855744284
RAAPL,2026-09-08 00:00:00+00:00,channel_exit,-40.39121524776738
RSPY,2026-09-08 04:00:00+00:00,channel_exit,-23.47100006601545
RQQQ,2026-09-09 08:00:00+00:00,channel_exit,-24.206135824302464
