timestamp,symbol,target,reason
2026-06-19 00:00:00+00:00,SPY,10.71,buy_hold
2026-06-19 00:31:00+00:00,SPY,0.0,buy_expired
2026-06-22 00:01:00+00:00,SPY,10.77,buy_hold
2026-09-16 00:00:00+00:00,SPY,0.0,planned_end_exit
