entry_time,net_pnl,fees,entry_notional,symbol,exit_time,reason
2026-07-01 20:01:00+00:00,-26.898869551151968,2.085925439152,1055.369191632,TSLA,2026-07-02 13:42:00+00:00,trailing_stop
2026-07-01 20:01:00+00:00,89.36396314992021,3.7213609140800004,1814.137795008,AAPL,2026-07-08 12:03:00+00:00,signal_exit
2026-07-10 20:01:00+00:00,-29.85696405335976,3.9918042133599996,2008.8346865999997,SPY,2026-07-17 04:02:00+00:00,signal_exit
2026-07-15 20:01:00+00:00,-19.76234998216807,3.909592154168,1962.722455998,AAPL,2026-07-20 15:13:00+00:00,trailing_stop
2026-07-24 20:01:00+00:00,13.59397804875632,3.708167691244,1845.432772752,AAPL,2026-07-30 12:01:00+00:00,signal_exit
2026-07-31 08:01:00+00:00,-61.67856679311607,2.9941575971159997,1526.421003156,TSLA,2026-07-31 14:05:00+00:00,trailing_stop
2026-07-31 04:01:00+00:00,74.423005863,4.076659137,1999.079736,QQQ,2026-08-05 20:01:00+00:00,signal_exit
2026-07-31 08:01:00+00:00,55.219613253072204,4.0714536189279995,2006.0812760279998,SPY,2026-08-06 16:01:00+00:00,signal_exit
2026-08-14 00:01:00+00:00,-30.12732390707992,3.4932707870800006,1759.9524201000002,TSLA,2026-08-14 15:24:00+00:00,trailing_stop
2026-08-13 20:01:00+00:00,-60.173491481400006,3.9720780814000003,2014.1397474,QQQ,2026-08-20 12:01:00+00:00,signal_exit
2026-08-13 20:01:00+00:00,-34.63640334335988,3.9996704473599998,2015.153590128,SPY,2026-08-20 12:01:00+00:00,signal_exit
2026-08-19 20:03:00+00:00,-38.35091940568773,2.302067357688,1169.0581048679999,AAPL,2026-08-21 13:52:00+00:00,trailing_stop
2026-08-19 20:01:00+00:00,3.903029705448054,2.986841662552,1489.975895592,TSLA,2026-08-24 13:40:00+00:00,trailing_stop
2026-08-27 04:01:00+00:00,-7.59918643474209,3.971230456742,1987.42920636,QQQ,2026-08-28 20:01:00+00:00,signal_exit
2026-09-03 20:01:00+00:00,-37.879575732671896,2.013514292672,1024.690177056,TSLA,2026-09-04 12:58:00+00:00,trailing_stop
2026-08-28 16:01:00+00:00,-10.94418795600009,3.9701568359999992,1988.5654335599997,AAPL,2026-09-04 16:01:00+00:00,signal_exit
2026-09-04 08:01:00+00:00,-30.30323743151992,3.95469871152,1990.5236251200001,QQQ,2026-09-10 12:01:00+00:00,signal_exit
2026-08-27 04:01:00+00:00,-33.233278780500044,3.9423166005,1985.8037813400001,SPY,2026-09-10 16:01:00+00:00,signal_exit
2026-09-11 00:01:00+00:00,31.268299444080025,3.9600825959200003,1962.42710694,AAPL,2026-09-16 00:06:00+00:00,planned_end_exit
