entry_time,net_pnl,fees,entry_notional,symbol,exit_time,reason
2026-07-01 20:01:00+00:00,-26.898869551151968,2.085925439152,1055.369191632,TSLA,2026-07-02 13:42:00+00:00,trailing_stop
2026-07-10 20:01:00+00:00,-29.969072352179758,4.00681113218,2016.3866966999997,SPY,2026-07-17 04:02:00+00:00,signal_exit
2026-07-01 20:01:00+00:00,184.16903938171183,3.8162608902880004,1814.137795008,AAPL,2026-07-20 15:13:00+00:00,trailing_stop
2026-07-24 20:01:00+00:00,-20.13963834286791,3.721082474868,1868.750515368,AAPL,2026-07-30 14:34:00+00:00,trailing_stop
2026-07-31 08:01:00+00:00,-62.189362377324066,3.018953933324,1539.0621708840001,TSLA,2026-07-31 14:05:00+00:00,trailing_stop
2026-08-14 00:01:00+00:00,-30.653820829727916,3.5543182377280003,1790.70887016,TSLA,2026-08-14 15:24:00+00:00,trailing_stop
2026-07-31 04:01:00+00:00,62.22857231111991,4.1058541688800005,2019.7598712000001,QQQ,2026-08-20 12:01:00+00:00,signal_exit
2026-07-31 08:01:00+00:00,49.025701555968105,4.095113572032,2020.9963784519998,SPY,2026-08-20 16:01:00+00:00,signal_exit
2026-08-19 20:03:00+00:00,-38.35091940568773,2.302067357688,1169.0581048679999,AAPL,2026-08-21 13:52:00+00:00,trailing_stop
2026-08-19 20:01:00+00:00,3.958329830652197,3.0291082213479994,1511.0603916479997,TSLA,2026-08-24 13:40:00+00:00,trailing_stop
2026-09-03 20:01:00+00:00,-38.57589146305205,2.050527423052,1043.526393546,TSLA,2026-09-04 12:58:00+00:00,trailing_stop
2026-08-28 16:01:00+00:00,-32.45861677014,4.00659823014,2017.52512434,AAPL,2026-09-08 13:05:00+00:00,trailing_stop
2026-08-27 04:01:00+00:00,-20.386463193480004,4.01588651348,2016.12854508,QQQ,2026-09-10 12:01:00+00:00,signal_exit
2026-08-27 04:01:00+00:00,-33.74702238858002,4.00343628858,2016.5899373400002,SPY,2026-09-10 16:01:00+00:00,signal_exit
2026-09-11 00:01:00+00:00,31.73365499135994,4.01928628864,1991.7666736800002,AAPL,2026-09-16 00:06:00+00:00,planned_end_exit
