entry_time,net_pnl,fees,entry_notional,symbol,exit_time,reason
2026-07-01 16:01:00+00:00,-36.1096429793751,3.102863229375,1050.7911330000002,TSLA,2026-07-02 13:42:00+00:00,trailing_stop
2026-07-01 16:01:00+00:00,-26.535664751392332,5.9703595463925,2000.4025014,SPY,2026-07-08 12:01:00+00:00,signal_exit
2026-07-01 16:01:00+00:00,79.27138782720561,5.453647902795,1775.5201163999996,AAPL,2026-07-08 12:03:00+00:00,signal_exit
2026-07-10 20:02:00+00:00,-63.26507854287453,5.905944292875,1997.3276647499997,QQQ,2026-07-16 20:01:00+00:00,signal_exit
2026-07-10 16:01:00+00:00,-27.89450606321214,5.9576707882125,1996.8586803749997,SPY,2026-07-17 04:02:00+00:00,signal_exit
2026-07-09 20:01:00+00:00,47.66675221971788,6.089642875282499,2003.0027608799996,AAPL,2026-07-20 15:13:00+00:00,trailing_stop
2026-07-22 16:01:00+00:00,-23.316943767110036,5.96060070711,1995.5450739000003,SPY,2026-07-23 08:01:00+00:00,signal_exit
2026-07-24 16:01:00+00:00,9.051755733010143,5.504190126990001,1827.4520694,AAPL,2026-07-30 12:01:00+00:00,signal_exit
2026-07-31 04:01:00+00:00,-46.652649305925195,4.683569555925001,1582.1743918500003,TSLA,2026-07-31 14:05:00+00:00,trailing_stop
2026-07-31 00:01:00+00:00,73.40669694517509,6.090137004825,1990.2972513,QQQ,2026-08-05 20:01:00+00:00,signal_exit
2026-07-31 04:01:00+00:00,55.043378939100606,6.0565539609,1988.3013538499995,SPY,2026-08-06 16:01:00+00:00,signal_exit
2026-08-07 16:01:00+00:00,-41.892380309649894,5.509641709649999,1854.7386058499999,TSLA,2026-08-12 14:30:00+00:00,trailing_stop
2026-08-13 20:01:00+00:00,-24.746370602344463,5.197436292345,1742.2532312699998,TSLA,2026-08-14 15:24:00+00:00,trailing_stop
2026-08-13 16:01:00+00:00,-3.589564503524707,5.9886475535249994,1995.0163096499998,QQQ,2026-08-17 00:01:00+00:00,planned_end_exit
2026-08-13 16:01:00+00:00,-6.076403773649566,5.98365247365,1994.5972001999999,SPY,2026-08-17 00:01:00+00:00,planned_end_exit
