entry_time,net_pnl,fees,entry_notional,symbol,exit_time,reason
2026-07-01 20:01:00+00:00,-66.73276489801978,3.0715654180199996,1055.6857390799998,TSLA,2026-07-02 14:34:00+00:00,trailing_stop
2026-07-10 20:01:00+00:00,-33.05041720009973,5.987717600100001,2009.4372165,SPY,2026-07-17 04:02:00+00:00,signal_exit
2026-07-01 20:01:00+00:00,155.1421367619202,5.68528691808,1814.68192752,AAPL,2026-07-23 16:01:00+00:00,signal_exit
2026-07-24 20:01:00+00:00,-15.558397475859685,5.55293963586,1855.98260754,AAPL,2026-07-30 16:01:00+00:00,signal_exit
2026-07-31 08:01:00+00:00,41.86733318042001,4.65991109958,1530.04007772,TSLA,2026-08-12 16:01:00+00:00,signal_exit
2026-07-31 04:01:00+00:00,58.54156762289997,6.116711777100001,2006.5747860000004,QQQ,2026-08-20 12:01:00+00:00,signal_exit
2026-07-31 08:01:00+00:00,45.41199607632012,6.09731290368,2006.68298007,SPY,2026-08-20 16:01:00+00:00,signal_exit
2026-08-14 00:01:00+00:00,4.089863465625287,5.398225284375,1794.6643837499998,TSLA,2026-08-26 16:01:00+00:00,signal_exit
2026-08-27 04:01:00+00:00,-23.76714415864984,6.06671105865,2031.0872361,QQQ,2026-09-10 12:01:00+00:00,signal_exit
2026-08-27 04:01:00+00:00,-37.23110247232465,6.051007322325001,2032.59248835,SPY,2026-09-10 16:01:00+00:00,signal_exit
2026-09-03 20:01:00+00:00,-61.96280602633233,3.0657828713325,1051.3761353549999,TSLA,2026-09-16 00:02:00+00:00,planned_end_exit
2026-08-19 20:03:00+00:00,51.139950465294994,3.590321664705,1169.40875217,AAPL,2026-09-16 00:06:00+00:00,planned_end_exit
