name,train_pnl,stress_pnl,closed,first_half,second_half,exclude_best,robust
breakout-exit6-stop4-confirm1,8.57206092195338,-35.639232934847314,15,40.81614787358194,-32.24408695162856,-73.60792613863497,False
breakout-exit6-stop8-confirm1,49.90644804218755,5.491346550013986,15,2.9139592107276258,46.99248883145992,-32.2735390184008,False
breakout-exit12-stop4-confirm1,69.72692131411168,34.91153373897032,12,79.35498853201352,-9.628067217901844,-104.92709213149828,False
breakout-exit12-stop8-confirm1,119.94420519865344,84.66536121795252,12,41.93305217952911,78.01115301912432,-29.348023868506885,False
breakout-exit6-stop4-confirm2,81.20366137012206,65.9525698153775,5,-0.12317084232381603,81.32683221244588,7.293917616522066,False
breakout-exit6-stop8-confirm2,55.88979546968585,40.61869325619227,5,-0.12317084232381603,56.01296631200967,-18.019948283914147,False
breakout-exit12-stop4-confirm2,241.45839157954833,229.32560082330383,4,80.92774205746537,160.53064952208297,121.81506689830836,False
breakout-exit12-stop8-confirm2,221.3401690877581,208.95642269268865,4,80.92774205746537,140.41242703029275,102.10798985215814,False
