entry_time,net_pnl,fees,entry_notional,symbol,exit_time,reason
2026-07-01 16:01:00+00:00,-34.4547777945,2.0685658945,1050.4760532,TSLA,2026-07-02 13:42:00+00:00,trailing_stop
2026-07-01 16:01:00+00:00,-23.351470207037984,3.980234125038,1999.80268056,SPY,2026-07-08 12:01:00+00:00,signal_exit
2026-07-10 20:02:00+00:00,-60.55243497466765,3.965914338668,2011.2504296519999,QQQ,2026-07-16 20:01:00+00:00,signal_exit
2026-07-10 16:01:00+00:00,-24.810214205219935,3.98676250522,2003.7929784599999,SPY,2026-07-17 04:02:00+00:00,signal_exit
2026-07-01 16:01:00+00:00,174.65401344560996,3.7283578243899997,1774.9877265599998,AAPL,2026-07-20 15:13:00+00:00,trailing_stop
2026-07-22 16:01:00+00:00,-37.25982445877994,3.9716047987799996,2002.4465092199998,SPY,2026-07-23 16:01:00+00:00,signal_exit
2026-07-24 16:01:00+00:00,-21.209499366000156,3.649583366,1833.571641,AAPL,2026-07-30 14:34:00+00:00,trailing_stop
2026-07-31 04:01:00+00:00,-44.24182969752022,3.12852609752,1584.8197005600002,TSLA,2026-07-31 14:05:00+00:00,trailing_stop
2026-08-07 16:01:00+00:00,-39.162954466320045,3.69279654632,1864.13335212,TSLA,2026-08-12 14:30:00+00:00,trailing_stop
2026-08-13 20:01:00+00:00,-22.161473816591766,3.498762112592,1758.712412148,TSLA,2026-08-14 15:24:00+00:00,trailing_stop
2026-07-31 00:01:00+00:00,121.30941676704008,4.1048151529600005,1989.70046052,QQQ,2026-08-17 00:01:00+00:00,planned_end_exit
2026-07-31 04:01:00+00:00,80.96797008810013,4.0604387319,1987.7051615399998,SPY,2026-08-17 00:01:00+00:00,planned_end_exit
