timestamp,signal_time,symbol,quantity,price,fee,slippage_cost,reason
2026-06-22 00:02:00+00:00,2026-06-22 00:01:00+00:00,QQQ,10.92,732.9665640000001,8.00399487888,1.6004788800001324,buy_hold
2026-08-17 00:01:00+00:00,2026-08-17 00:00:00+00:00,QQQ,-10.92,731.873596,7.99205966832,1.5987316799995779,planned_end_exit
