timestamp,equity,return,rolling_30d_sharpe
2026-06-19 00:00:00+00:00,10000.0,0.0,
2026-06-20 00:00:00+00:00,10000.0,0.0,
2026-06-21 00:00:00+00:00,10000.0,0.0,
2026-06-22 00:00:00+00:00,10000.0,0.0,
2026-06-23 00:00:00+00:00,10000.0,0.0,
2026-06-24 00:00:00+00:00,10000.0,0.0,
2026-06-25 00:00:00+00:00,10000.0,0.0,
2026-06-26 00:00:00+00:00,10000.0,0.0,
2026-06-27 00:00:00+00:00,10000.0,0.0,
2026-06-28 00:00:00+00:00,10000.0,0.0,
2026-06-29 00:00:00+00:00,10000.0,0.0,
2026-06-30 00:00:00+00:00,10000.0,0.0,
2026-07-01 00:00:00+00:00,9998.749915822833,-0.0001250084177166766,
2026-07-02 00:00:00+00:00,10014.209026662045,0.0015461043599809265,
2026-07-03 00:00:00+00:00,9998.425246662046,-0.0015761384606589601,
2026-07-04 00:00:00+00:00,9994.009246662044,-0.00044166955206026426,
2026-07-05 00:00:00+00:00,9998.149246662044,0.000414248165858222,
2026-07-06 00:00:00+00:00,10058.091706662046,0.00599535559243769,
2026-07-07 00:00:00+00:00,10038.880086662044,-0.0019100661000412966,
2026-07-08 00:00:00+00:00,10027.08408087815,-0.001175032043620683,
2026-07-09 00:00:00+00:00,10005.297479901014,-0.002172775335422261,
2026-07-10 00:00:00+00:00,10029.250572288787,0.002394041000369107,
2026-07-11 00:00:00+00:00,10008.045832288786,-0.00211428958197446,
2026-07-12 00:00:00+00:00,10017.289532288787,0.000923626865314553,
2026-07-13 00:00:00+00:00,9925.882522288786,-0.009124924432439285,
2026-07-14 00:00:00+00:00,9968.505782288787,0.004294153180262716,
2026-07-15 00:00:00+00:00,9937.300819206492,-0.0031303551167856103,
2026-07-16 00:00:00+00:00,9938.378435626357,0.00010844156169476094,
2026-07-17 00:00:00+00:00,9931.829185626357,-0.0006589857734258242,
2026-07-18 00:00:00+00:00,9926.280435626355,-0.0005586835915414312,-1.909334659740057
2026-07-19 00:00:00+00:00,9927.200435626355,9.268325693256863e-05,-1.8848405481669028
2026-07-20 00:00:00+00:00,9888.755935626355,-0.0038726426699345895,-2.795393267495385
2026-07-21 00:00:00+00:00,9879.417935626356,-0.0009443048307378188,-3.032037659692866
2026-07-22 00:00:00+00:00,9823.328239173377,-0.00567742925934045,-4.17279277452963
2026-07-23 00:00:00+00:00,9798.856952882872,-0.002491140038761941,-4.725668346838287
2026-07-24 00:00:00+00:00,9798.990622099012,1.3641307020195725e-05,-4.722274036202039
2026-07-25 00:00:00+00:00,9788.231922099012,-0.0010979396159168653,-4.982682025645027
2026-07-26 00:00:00+00:00,9792.947322099011,0.00048174175249693363,-4.859665127580996
2026-07-27 00:00:00+00:00,9818.063602099011,0.002564731451513369,-4.165936329460847
2026-07-28 00:00:00+00:00,9840.534922099012,0.0022887731135898814,-3.5814876254068055
2026-07-29 00:00:00+00:00,9785.734658327243,-0.005568829764396543,-4.600358388965272
2026-07-30 00:00:00+00:00,9765.432743161167,-0.002074643946001542,-5.0322445850786455
2026-07-31 00:00:00+00:00,9732.944432745842,-0.00332686848292274,-5.653379138407848
2026-08-01 00:00:00+00:00,9739.869282745844,0.0007114856195729047,-5.867292066524848
2026-08-02 00:00:00+00:00,9786.951582745842,0.004833976579480925,-4.257915049045783
2026-08-03 00:00:00+00:00,9882.498812745842,0.009762716121784809,-1.893548612094941
2026-08-04 00:00:00+00:00,9994.581192745842,0.01134150199496542,-0.013700659892358875
2026-08-05 00:00:00+00:00,9952.780681312237,-0.004182317460579954,-1.5613340286575634
2026-08-06 00:00:00+00:00,9924.635211656301,-0.0028279001172790696,-1.6947373720286556
2026-08-07 00:00:00+00:00,9923.757977306886,-8.838958114898432e-05,-1.53102725998115
2026-08-08 00:00:00+00:00,9926.464377306886,0.00027271926685323855,-1.1639984431883827
2026-08-09 00:00:00+00:00,9977.885177306885,0.005180172722682119,-0.7246803933883843
2026-08-10 00:00:00+00:00,9898.760077306888,-0.007930047158685949,-1.5132393513341131
2026-08-11 00:00:00+00:00,9900.062777306886,0.00013160234108355873,-1.627380505290945
2026-08-12 00:00:00+00:00,9854.258080434836,-0.00462670771917173,-1.0436761180237855
2026-08-13 00:00:00+00:00,9880.969664227556,0.00271066411846399,-1.295238763947402
2026-08-14 00:00:00+00:00,9866.346971501831,-0.0014798843861107969,-1.052511506534111
2026-08-15 00:00:00+00:00,9876.85584150183,0.0010651226872877562,-0.9054644788855009
2026-08-16 00:00:00+00:00,9903.286341501831,0.002676003418916162,-0.39541763891498405
2026-08-17 00:00:00+00:00,9851.234689625633,-0.005255997865886597,-1.0777468462112678
